Date,Traffic_Source,Traffic_Medium,Device_Category,Landing_Page,Users,New_Users,Sessions,Pageviews,Bounce_Rate_Pct,Avg_Session_Duration_Sec,Pages_Per_Session,Exit_Rate_Pct,Conversion_Rate_Pct,Transactions,Quantity_Sold,Revenue_KES,Cart_Abandonment_Rate_Pct,Marketing_Cost_KES,ROAS,Customer_Journey_Stage
1/30/2022,Instagram,Paid,Desktop,Product_Page,465,150,577,1846,42.03,253,3.2,35.88,4.37,25,50,84792.27,73.91,10746.44,7.89,Consideration
9/18/2023,Instagram,Paid,Mobile,Homepage,387,83,489,1359,48.19,220,2.78,47.79,1.94,9,18,31629.45,81.6,11260.24,2.81,Consideration
11/12/2023,Affiliate,Cpc,Mobile,Product_Page,436,120,576,1630,51.1,247,2.83,48.86,2.8,16,48,37065.51,76.44,11877.01,3.12,Decision
5/15/2025,Direct,No Media,Desktop,Product_Page,284,249,409,1562,36,316,3.82,39.43,3.96,16,16,52881.42,77.22,0,,Retention
12/11/2025,Google,Organic,Desktop,Product_Page,387,291,413,1586,43.06,259,3.84,47.03,4.12,17,17,77002.48,72.81,0,,Consideration
6/2/2024,Facebook,Paid,Mobile,Product_Page,500,179,662,2390,46.8,251,3.61,41.38,1.09,7,14,20109.88,82.62,8781.86,2.29,Consideration
9/21/2022,Affiliate,Cpc,Mobile,Category_Page,583,155,791,1226,68.77,207,1.55,59.97,2.32,18,18,48109.86,79.56,17150.18,2.81,Consideration
1/12/2022,Facebook,Paid,Mobile,Product_Page,412,160,455,1265,62.13,175,2.78,56.08,1.05,5,10,8431.13,84.57,7307.8,1.15,Consideration
6/16/2023,Email,Newsletter,Mobile,Category_Page,295,78,388,1412,46.68,283,3.64,47.65,4.34,17,34,70291.25,70.09,0,,Consideration
10/8/2022,Email,Newsletter,Mobile,Category_Page,516,125,701,1626,71.6,167,2.32,68.19,4.39,31,62,133515.25,70.71,0,,Consideration
5/16/2023,Google,Organic,Mobile,Blog,500,326,576,1417,63.92,207,2.46,58.73,1,6,6,26257.31,86.43,0,,Awareness
5/25/2023,Google,Organic,Mobile,Product_Page,281,250,335,821,65.57,193,2.45,71.85,1.93,6,18,22179.03,76.63,0,,Consideration
10/2/2023,Google,Organic,Mobile,Product_Page,211,148,233,573,56.58,229,2.46,51.71,1.67,4,12,8968.77,81.55,0,,Consideration
8/7/2023,Facebook,Paid,Mobile,Product_Page,329,97,366,908,50.98,258,2.48,54.9,2.44,9,27,28779.31,74.47,12170.96,2.36,Consideration
11/12/2025,Facebook,Paid,Mobile,Promo_Page,466,87,642,1297,63.54,180,2.02,61.22,4.79,31,62,103243.83,73.79,18689.4,5.52,Decision
7/12/2022,Facebook,Paid,Desktop,Blog,336,68,423,914,65.79,159,2.16,56.12,3.4,14,28,58612.63,80.19,12997.83,4.51,Awareness
2/5/2025,Instagram,Paid,Mobile,Product_Page,212,62,226,502,61.3,241,2.22,62.82,2.79,6,12,13842.2,81.06,5495.58,2.52,Consideration
8/11/2022,Instagram,Paid,Desktop,Product_Page,146,33,205,556,46.72,250,2.71,41,3.96,8,8,27608.4,78.72,6939.64,3.98,Consideration
4/5/2022,Tiktok,Paid,Mobile,Product_Page,417,273,524,1315,57.45,231,2.51,56.93,2.98,16,16,49211.73,71.73,7316.01,6.73,Awareness
4/3/2022,Facebook,Paid,Mobile,Homepage,532,215,691,2273,49.31,224,3.29,49.98,2.97,21,21,67215.39,79.2,20103.36,3.34,Consideration
7/28/2025,Google,Organic,Mobile,Homepage,172,149,245,446,63.01,171,1.82,56.31,2.24,5,5,19169.56,74.96,0,,Consideration
1/15/2024,Instagram,Paid,Mobile,Homepage,104,40,128,417,53.38,195,3.26,56.74,1.9,2,4,5059.07,75.63,3294.47,1.54,Consideration
11/6/2022,Instagram,Paid,Mobile,Blog,450,71,629,906,80,171,1.44,79.45,0.2,1,1,3192.94,86.11,16843.22,0.19,Awareness
7/10/2025,Email,Newsletter,Mobile,Promo_Page,336,70,481,1717,38.11,306,3.57,41.42,7.7,37,37,119591.71,61.26,0,,Decision
3/21/2022,Facebook,Paid,Tablet,Blog,378,124,436,850,67.17,168,1.95,62.36,1.61,7,7,27818.24,84.34,12989.28,2.14,Awareness
9/20/2024,Youtube,Paid,Mobile,Product_Page,503,224,562,978,66.49,190,1.74,66.74,1.06,6,18,16783.87,82.26,13152.45,1.28,Awareness
6/2/2023,Instagram,Paid,Mobile,Product_Page,396,119,542,2065,44.25,235,3.81,39.1,1.71,9,27,16990.59,80.1,9875.01,1.72,Consideration
1/6/2023,Direct,No Media,Mobile,Blog,159,124,181,199,89.24,149,1.1,93.56,0.42,1,1,2098.84,91.24,0,,Awareness
7/14/2022,Facebook,Paid,Mobile,Category_Page,491,219,622,1766,49.9,277,2.84,44.99,1.35,8,16,14025.06,85.3,7545.66,1.86,Consideration
3/19/2025,Facebook,Paid,Mobile,Homepage,413,96,556,1407,51.91,211,2.53,53.4,1.37,8,8,34787.04,82.06,8341.81,4.17,Consideration
5/31/2023,Affiliate,Cpc,Tablet,Homepage,503,80,696,2582,45.92,227,3.71,43.77,3.32,23,23,58599.53,80.4,14819.28,3.95,Consideration
4/7/2022,Instagram,Paid,Mobile,Product_Page,320,122,384,879,55.41,255,2.29,60.02,1.35,5,5,15340.31,84.82,11549.01,1.33,Consideration
6/8/2025,Direct,No Media,Mobile,Blog,549,393,639,1546,60.34,210,2.42,52.56,0.27,2,2,5560.38,88,0,,Awareness
3/12/2023,Facebook,Paid,Mobile,Product_Page,295,115,387,1304,44.16,267,3.37,46.14,1.59,6,6,19574.19,86.7,5025.23,3.9,Consideration
10/6/2022,Tiktok,Paid,Mobile,Product_Page,425,378,513,1170,62.91,185,2.28,66.91,1.85,9,36,30862.17,83.42,5731.43,5.38,Awareness
3/2/2022,Instagram,Paid,Desktop,Product_Page,369,157,421,1587,33.29,253,3.77,35.96,3.89,16,32,61487.76,79.8,16116.39,3.82,Consideration
7/27/2022,Tiktok,Paid,Desktop,Product_Page,403,326,463,1546,43.85,271,3.34,42.55,4.92,23,23,106713.2,76.59,3588.1,29.74,Awareness
5/29/2022,Tiktok,Paid,Mobile,Category_Page,500,353,567,1565,50.31,257,2.76,50.8,1.67,9,18,39419.1,84.1,3076.22,12.81,Awareness
4/20/2024,Direct,No Media,Mobile,Homepage,359,271,400,1032,60.82,208,2.58,66.34,1.29,5,5,10579.9,86.1,0,,Consideration
8/28/2024,Instagram,Paid,Mobile,Homepage,191,54,264,869,53,200,3.29,50.53,1.28,3,6,9081.7,81.79,5362.81,1.69,Consideration
11/30/2023,Google,Organic,Mobile,Promo_Page,80,53,102,417,25.8,316,4.09,27.6,5.97,6,18,31164.84,64.5,0,,Decision
6/8/2025,Facebook,Paid,Mobile,Product_Page,553,152,647,1637,60.5,195,2.53,61.09,1.8,12,12,39099.25,80.99,15268.32,2.56,Consideration
5/3/2023,Google,Organic,Mobile,Category_Page,533,459,583,1691,51.25,241,2.9,44.16,1.09,6,6,21045.73,81.5,0,,Consideration
5/12/2022,Twitter,Organic,Desktop,Category_Page,408,273,487,1919,31.07,268,3.94,32.86,5.21,25,25,118769.08,75.19,0,,Awareness
5/11/2025,Google,Organic,Tablet,Homepage,164,114,196,684,40.83,273,3.49,38.35,3.51,7,7,19861.48,72.37,0,,Consideration
2/16/2022,Tiktok,Paid,Desktop,Blog,539,396,638,1480,53.99,197,2.32,57.04,4.1,26,78,96927.14,69.65,3786.78,25.6,Awareness
8/2/2024,Tiktok,Paid,Mobile,Product_Page,299,268,411,970,68.79,190,2.36,69.96,2.88,12,24,44422.26,77.23,3641.61,12.2,Awareness
8/10/2023,Facebook,Paid,Desktop,Promo_Page,572,136,669,2964,31.26,272,4.43,28.6,9.16,61,61,385933.47,56.27,13975.63,27.61,Decision
1/28/2025,Linkedin,Paid,Tablet,Homepage,441,102,573,2132,41.26,248,3.72,35.27,2.23,13,39,35297.74,79.68,30289.95,1.17,Consideration
8/7/2024,Facebook,Paid,Desktop,Product_Page,552,122,582,2206,29.97,318,3.79,32.29,4.95,29,87,132867.91,76.38,18971.66,7,Consideration
8/27/2023,Email,Newsletter,Mobile,Product_Page,318,132,370,936,57.03,200,2.53,58.4,3.55,13,39,46355.09,79.18,0,,Decision
3/25/2025,Instagram,Paid,Mobile,Product_Page,494,168,644,1346,62.69,221,2.09,61.8,1.53,10,10,34572.59,86.52,13024.98,2.65,Consideration
2/21/2022,Direct,No Media,Mobile,Promo_Page,209,143,235,766,40.88,290,3.26,38.09,5,12,12,40820.76,69.65,0,,Decision
11/1/2023,Google,Organic,Tablet,Homepage,548,375,780,3143,35.82,240,4.03,37.55,2.03,16,32,26829.67,79.36,0,,Consideration
5/4/2022,Instagram,Paid,Desktop,Blog,325,53,342,913,54.94,245,2.67,51,2.49,9,9,46427.65,78.36,6547.13,7.09,Awareness
1/1/2024,Youtube,Paid,Mobile,Promo_Page,182,29,192,570,49.16,217,2.97,51.89,5.15,10,10,24544.12,71.01,5461.83,4.49,Awareness
6/23/2024,Affiliate,Cpc,Desktop,Homepage,546,192,666,2744,28.4,284,4.12,27.64,4.04,27,27,123892.03,78.77,12143.56,10.2,Consideration
3/4/2022,Affiliate,Cpc,Desktop,Category_Page,201,71,212,780,33.31,304,3.68,30.59,3.89,8,32,35920.79,77.88,1876.37,19.14,Consideration
11/22/2023,Instagram,Paid,Desktop,Promo_Page,371,127,425,2104,16.56,311,4.95,20,8.1,34,34,156029.61,54.32,10458.83,14.92,Decision
12/1/2022,Facebook,Paid,Desktop,Category_Page,145,63,207,944,29.68,306,4.56,26.64,5.24,11,11,37743.96,67.68,6820.4,5.53,Consideration
12/6/2024,Instagram,Paid,Mobile,Category_Page,590,95,754,2564,50.41,263,3.4,51.37,0.73,6,6,22926.73,84.96,23825.6,0.96,Consideration
7/12/2022,Facebook,Paid,Tablet,Blog,126,54,169,387,67.96,163,2.29,70.84,1.36,2,4,6946.34,82.88,2164.74,3.21,Awareness
1/26/2023,Facebook,Paid,Mobile,Homepage,404,65,508,1265,56.94,240,2.49,49.65,1.09,6,12,20966.58,80.05,15618.91,1.34,Consideration
1/19/2025,Youtube,Paid,Mobile,Product_Page,171,74,186,400,59.87,192,2.15,65.67,0.58,1,3,1523.88,88.9,5854.11,0.26,Awareness
7/19/2022,Google,Organic,Mobile,Homepage,514,420,571,1525,62.8,177,2.67,64.8,1.22,7,14,19201.22,89.66,0,,Consideration
7/11/2025,Direct,No Media,Desktop,Homepage,596,531,813,3642,31.45,306,4.48,33.91,5.07,41,41,191218.95,72.92,0,,Consideration
3/28/2022,Twitter,Organic,Mobile,Promo_Page,60,41,66,199,52.14,274,3.02,55.11,6.06,4,12,17243.19,66.62,0,,Awareness
4/5/2023,Linkedin,Paid,Desktop,Homepage,459,117,628,1595,52.06,217,2.54,47.86,4.71,30,60,134395.5,75.68,43339.35,3.1,Consideration
10/11/2022,Direct,No Media,Mobile,Homepage,580,431,640,1760,59.88,182,2.75,53.64,2.76,18,18,33847.13,78.03,0,,Consideration
12/2/2024,Google,Organic,Desktop,Product_Page,93,67,134,529,38.51,287,3.95,40.53,5.22,7,14,29487,69.96,0,,Consideration
1/23/2023,Facebook,Paid,Desktop,Category_Page,266,63,339,973,45.62,256,2.87,45.71,5.26,18,18,50465.6,66.58,7671.76,6.58,Consideration
3/9/2025,Email,Newsletter,Mobile,Promo_Page,474,94,638,2660,32.15,294,4.17,32.98,8.05,51,153,264514.09,57.26,0,,Decision
11/21/2022,Google,Organic,Mobile,Blog,176,136,243,464,77.71,196,1.91,77.95,1.65,4,8,6433.47,87.47,0,,Awareness
11/20/2022,Instagram,Paid,Mobile,Promo_Page,189,69,225,927,38.52,269,4.12,34.3,5.78,13,13,51174.98,72.12,5797.59,8.83,Decision
6/9/2024,Google,Organic,Mobile,Homepage,167,120,208,589,57.41,191,2.83,54.97,1.06,2,2,3280.64,90.19,0,,Consideration
7/12/2022,Google,Organic,Mobile,Homepage,481,397,583,991,69.96,167,1.7,76.03,2.11,12,12,33048.61,83.32,0,,Consideration
9/10/2024,Google,Organic,Desktop,Homepage,243,215,329,1454,31.81,275,4.42,30.72,5.26,17,17,85725.82,67.33,0,,Consideration
3/6/2022,Direct,No Media,Desktop,Product_Page,473,403,547,1942,39.21,247,3.55,42.51,4.77,26,52,143925.94,69.51,0,,Retention
10/22/2023,Google,Organic,Desktop,Homepage,215,146,309,983,50.66,246,3.18,49.9,4.34,13,26,44880.85,76.35,0,,Consideration
8/30/2025,Instagram,Paid,Mobile,Category_Page,145,25,188,498,60.01,176,2.65,58.02,1.69,3,6,10359.29,85.41,4043.59,2.56,Consideration
9/28/2024,Google,Organic,Mobile,Blog,562,454,770,1209,74.45,197,1.57,68.71,0.2,2,2,3964.08,82.59,0,,Awareness
2/28/2024,Email,Newsletter,Tablet,Homepage,580,240,696,2526,36.39,271,3.63,32.33,4.41,31,31,99155.95,68.31,0,,Consideration
8/18/2022,Instagram,Paid,Mobile,Homepage,207,73,296,651,61.79,246,2.2,65.89,2.19,6,6,16035.08,77.83,7305.59,2.19,Consideration
6/24/2023,Google,Organic,Mobile,Product_Page,141,110,185,581,49.3,224,3.14,50.05,1.4,3,3,8893.15,88.02,0,,Consideration
5/11/2024,Instagram,Paid,Mobile,Blog,247,98,301,981,54.07,236,3.26,50.57,0.2,1,1,2642.39,86.21,10890.67,0.24,Awareness
6/14/2023,Facebook,Paid,Tablet,Category_Page,347,70,389,1463,38.91,285,3.76,35.67,3.66,14,42,46149.39,76.65,10876.66,4.24,Consideration
6/15/2023,Direct,No Media,Mobile,Category_Page,421,297,579,1633,50.9,203,2.82,54.79,1.78,10,10,22648.91,79.08,0,,Consideration
11/12/2024,Facebook,Paid,Mobile,Product_Page,209,87,244,688,46.25,239,2.82,41.47,0.48,1,4,4484.49,87.63,6642.02,0.68,Consideration
7/17/2025,Tiktok,Paid,Desktop,Homepage,553,438,672,2150,40.01,272,3.2,42.38,5.14,35,105,176805.99,64.38,10047.42,17.6,Awareness
2/9/2024,Instagram,Paid,Desktop,Product_Page,400,71,538,2324,32.08,260,4.32,29.92,4.07,22,44,108729.78,68.92,20945.2,5.19,Consideration
4/2/2023,Direct,No Media,Desktop,Blog,119,84,166,473,51.64,198,2.85,46.97,3.07,5,5,24513.18,80.11,0,,Awareness
4/29/2024,Facebook,Paid,Mobile,Product_Page,279,87,404,1353,50.11,252,3.35,43.38,1.12,5,20,16632.53,86.58,10689.46,1.56,Consideration
2/11/2025,Facebook,Paid,Desktop,Category_Page,352,90,446,1543,36.12,308,3.46,37.82,4.82,21,42,68371.71,70.35,14738.72,4.64,Consideration
6/6/2022,Facebook,Paid,Desktop,Promo_Page,77,29,90,406,25.1,298,4.51,24.34,8.31,7,28,39008.35,60.1,2302.72,16.94,Decision
1/19/2025,Facebook,Paid,Mobile,Product_Page,432,190,463,1426,55.63,226,3.08,49.94,1,5,5,7787.11,82.46,7163.78,1.09,Consideration
3/4/2025,Instagram,Paid,Mobile,Category_Page,303,125,423,1142,60.02,251,2.7,53.11,1.26,5,5,19699.14,78.55,12142.71,1.62,Consideration
3/21/2023,Google,Organic,Mobile,Blog,261,235,337,502,77.19,180,1.49,83.17,0.2,1,3,3148.42,83.1,0,,Awareness
9/15/2025,Google,Organic,Tablet,Category_Page,342,280,417,1647,42.14,244,3.95,44.99,2.6,11,11,31598.31,84.43,0,,Consideration
1/30/2024,Linkedin,Paid,Mobile,Homepage,301,112,383,781,69.69,208,2.04,69.58,2.83,11,22,37077.69,77.77,23686.22,1.57,Consideration
7/29/2024,Google,Organic,Desktop,Homepage,104,75,109,347,43.72,288,3.18,46.78,5.1,6,18,20003,68.88,0,,Consideration
3/17/2025,Instagram,Paid,Mobile,Product_Page,219,82,237,552,67.51,176,2.33,59.95,1.69,4,4,15497.92,82.82,4215.34,3.68,Consideration
7/19/2022,Direct,No Media,Tablet,Category_Page,124,92,135,412,58.41,242,3.05,52.61,2.38,3,12,4598.54,80.04,0,,Consideration
10/4/2023,Instagram,Paid,Desktop,Homepage,289,78,381,1417,30.36,311,3.72,26.73,4.33,16,16,43766.65,69.18,13112.21,3.34,Consideration
8/6/2024,Facebook,Paid,Mobile,Blog,180,62,244,268,81.84,131,1.1,89.87,1.71,4,8,12207.67,82.85,5163.28,2.36,Awareness
1/2/2025,Direct,No Media,Mobile,Category_Page,579,476,837,2469,43.39,245,2.95,37.91,1.09,9,9,14325.3,88.14,0,,Consideration
12/22/2025,Youtube,Paid,Desktop,Product_Page,361,130,485,2197,31.3,303,4.53,31.28,3.4,16,32,81354.76,74.34,12832.32,6.34,Awareness
11/12/2023,Instagram,Paid,Desktop,Category_Page,72,12,87,314,33.94,280,3.61,37.12,4.98,4,8,22758.93,68.84,1503.84,15.13,Consideration
9/24/2025,Google,Organic,Mobile,Product_Page,491,393,654,2315,47.7,248,3.54,48.68,3.3,22,66,82556.05,82.04,0,,Consideration
10/8/2023,Facebook,Paid,Desktop,Blog,414,182,597,1731,55.45,231,2.9,51.66,3.72,22,66,85260.57,71.17,7621.18,11.19,Awareness
1/26/2022,Youtube,Paid,Desktop,Blog,69,27,98,286,51.15,216,2.92,52.32,2.06,2,4,8019.15,76.67,2024.12,3.96,Awareness
10/30/2024,Google,Organic,Desktop,Product_Page,316,268,436,1413,49.45,202,3.24,48.97,5.05,22,22,122966.65,70.47,0,,Consideration
5/5/2023,Youtube,Paid,Mobile,Category_Page,54,21,57,127,57.83,201,2.23,56.19,0.99,1,1,2226.36,78.92,1173.22,1.9,Awareness
8/10/2024,Direct,No Media,Mobile,Homepage,496,422,648,1367,59.32,208,2.11,64.06,3.15,20,20,33577.95,77.1,0,,Consideration
7/6/2024,Google,Organic,Mobile,Product_Page,404,345,584,1372,63.25,211,2.35,63.29,2.7,16,16,39940.93,83.11,0,,Consideration
7/5/2024,Affiliate,Cpc,Desktop,Product_Page,319,64,451,1547,39.58,295,3.43,39.44,3.67,17,34,47690.62,69.49,9138.89,5.22,Decision
12/18/2022,Google,Organic,Desktop,Homepage,205,176,224,939,28.08,332,4.19,29.85,5.24,12,24,38269.9,67.08,0,,Consideration
2/11/2024,Direct,No Media,Mobile,Homepage,110,91,139,481,45.26,286,3.46,41.54,1.31,2,6,6325.27,79.18,0,,Consideration
8/20/2025,Facebook,Paid,Mobile,Product_Page,429,184,544,1393,63.7,228,2.56,65.02,2.87,16,16,56833.68,74.35,6666.98,8.52,Consideration
10/29/2025,Tiktok,Paid,Desktop,Blog,577,413,659,1839,48.42,284,2.79,43.51,3.32,22,44,78556.67,76.34,9549.22,8.23,Awareness
1/24/2024,Youtube,Paid,Desktop,Blog,193,69,249,754,48.72,207,3.03,42.58,2.44,6,12,26923.1,80.76,6888.85,3.91,Awareness
3/4/2024,Google,Organic,Mobile,Product_Page,175,152,225,459,73.69,207,2.04,63.53,1.68,4,4,9373.72,85.48,0,,Consideration
8/10/2023,Youtube,Paid,Mobile,Promo_Page,359,124,400,1120,50.43,246,2.8,53.6,5.79,23,46,66145.59,67.21,13032.27,5.08,Awareness
4/17/2024,Linkedin,Paid,Mobile,Blog,141,31,157,243,71.24,156,1.55,64.04,1.82,3,3,9981.25,77.72,9709.09,1.03,Awareness
4/7/2023,Affiliate,Cpc,Mobile,Category_Page,353,126,495,1619,53.55,252,3.27,54.15,2.01,10,10,23737.25,83.52,5055.65,4.7,Consideration
9/17/2022,Email,Newsletter,Mobile,Product_Page,58,9,61,113,71.74,169,1.85,74.42,3.94,2,2,7573.15,77.49,0,,Decision
12/2/2024,Google,Organic,Desktop,Homepage,470,375,645,2457,41.66,277,3.81,43.73,5.45,35,35,139490.78,74.65,0,,Consideration
3/9/2023,Email,Newsletter,Desktop,Category_Page,450,172,519,2014,41.59,290,3.88,38.35,7.3,38,38,190572.55,57.24,0,,Consideration
2/24/2024,Facebook,Paid,Desktop,Promo_Page,254,96,279,1348,17.17,293,4.83,20,7.24,20,20,106877.77,58.57,6303.75,16.95,Decision
11/30/2023,Instagram,Paid,Mobile,Product_Page,268,64,314,754,61.07,212,2.4,65.12,1.52,5,10,8567.82,87.72,4739.15,1.81,Consideration
7/5/2022,Affiliate,Cpc,Mobile,Product_Page,254,83,331,794,68.03,198,2.4,71.6,0.99,3,3,7903.66,88.8,4511.75,1.75,Decision
8/6/2023,Linkedin,Paid,Mobile,Product_Page,336,83,358,712,67.53,196,1.99,73.18,2.29,8,24,34254.55,75.39,24636.87,1.39,Consideration
8/5/2022,Google,Organic,Desktop,Product_Page,583,407,782,2721,39.54,262,3.48,34.85,4.39,34,68,124511.62,68.72,0,,Consideration
11/11/2025,Facebook,Paid,Mobile,Category_Page,93,31,113,310,62.54,203,2.74,56.68,1.69,2,2,8491.83,80.98,2982.48,2.85,Consideration
1/31/2022,Tiktok,Paid,Desktop,Blog,411,311,468,1114,54.28,234,2.38,51.04,2.68,13,26,56371.2,82.14,3138.03,17.96,Awareness
6/26/2025,Google,Organic,Desktop,Promo_Page,393,257,516,2245,22.01,322,4.35,21.27,7.67,40,120,243229.52,65.22,0,,Decision
3/9/2024,Instagram,Paid,Mobile,Product_Page,454,121,531,1890,43.23,228,3.56,45.92,0.99,5,15,11911.18,82.15,9531.92,1.25,Consideration
4/18/2024,Affiliate,Cpc,Desktop,Product_Page,399,170,573,2200,33.3,265,3.84,33.87,3.39,19,19,86561.59,80.76,13134.18,6.59,Decision
12/5/2025,Instagram,Paid,Desktop,Promo_Page,471,133,581,2620,17.38,304,4.51,20,8.42,49,49,198318.13,61.83,12494.13,15.87,Decision
1/24/2024,Google,Organic,Mobile,Category_Page,333,261,444,1137,50.13,271,2.56,52.31,2.63,12,12,27431.99,81.2,0,,Consideration
2/15/2023,Google,Organic,Desktop,Promo_Page,241,185,260,1066,28.43,288,4.1,25.02,7.75,20,40,94318.31,66.71,0,,Decision
3/3/2025,Affiliate,Cpc,Mobile,Homepage,570,100,726,1009,71.28,216,1.39,61.42,2.25,16,64,28349.86,74.14,11738.59,2.42,Consideration
4/18/2024,Instagram,Paid,Mobile,Product_Page,509,204,564,1528,59.14,221,2.71,56.47,1.57,9,27,19962.1,80.78,12027.01,1.66,Consideration
10/29/2025,Email,Newsletter,Desktop,Homepage,286,80,353,1105,46.54,288,3.13,50.22,7.67,27,27,106389.4,66.91,0,,Consideration
11/16/2024,Youtube,Paid,Mobile,Promo_Page,295,94,383,1390,45.95,234,3.63,45.4,3.91,15,15,63678.4,80.17,11090.81,5.74,Awareness
3/24/2025,Instagram,Paid,Mobile,Homepage,160,70,186,459,54.35,255,2.47,57.78,2.96,6,18,19679.86,82.17,6204.15,3.17,Consideration
2/5/2023,Twitter,Organic,Mobile,Product_Page,151,118,178,470,56.69,205,2.64,57.57,1.61,3,3,9389.08,79.89,0,,Awareness
3/24/2023,Google,Organic,Tablet,Homepage,370,286,465,1348,52.59,262,2.9,54.61,2.19,10,30,37097.34,81.86,0,,Consideration
2/25/2022,Tiktok,Paid,Mobile,Category_Page,92,78,107,253,65.79,206,2.36,58.38,2.13,2,2,5723.98,83.55,1302.98,4.39,Awareness
3/27/2023,Google,Organic,Mobile,Blog,471,403,638,1512,55.65,249,2.37,60.97,2,13,13,22552.71,76.23,0,,Awareness
7/30/2024,Linkedin,Paid,Desktop,Homepage,546,195,702,2260,39.82,236,3.22,43.69,5.94,42,84,119278.5,71.99,46180.12,2.58,Consideration
4/19/2022,Linkedin,Paid,Mobile,Homepage,479,213,629,1824,56.32,220,2.9,56.04,1.55,10,20,21019.02,78.22,37261.77,0.56,Consideration
10/11/2024,Google,Organic,Desktop,Category_Page,298,216,355,1573,31.52,327,4.43,34.63,5.42,19,57,57983.95,74.29,0,,Consideration
9/10/2024,Tiktok,Paid,Mobile,Blog,150,98,164,303,74.55,163,1.85,72,0.2,0,0,0,82.48,2271.32,0,Awareness
12/29/2025,Google,Organic,Desktop,Category_Page,467,381,600,2712,25.97,270,4.52,25.32,3.89,23,23,69448.24,78.9,0,,Consideration
8/13/2025,Google,Organic,Tablet,Homepage,245,217,301,1078,40.29,241,3.58,40.72,3.41,10,20,32322.19,80.04,0,,Consideration
9/18/2024,Google,Organic,Mobile,Homepage,150,99,180,576,42.23,245,3.2,45.21,0.95,2,2,6738.81,84.61,0,,Consideration
10/25/2023,Google,Organic,Mobile,Promo_Page,595,435,641,2218,37.82,309,3.46,36.08,6.67,43,43,154999.62,69.04,0,,Decision
9/21/2022,Google,Organic,Mobile,Homepage,374,329,527,1397,60.74,185,2.65,57.22,2.89,15,30,29348.97,74.18,0,,Consideration
3/23/2024,Affiliate,Cpc,Mobile,Homepage,221,91,286,701,60.33,181,2.45,54.91,2.31,7,21,21107.4,76.35,3328.68,6.34,Consideration
10/22/2024,Instagram,Paid,Mobile,Homepage,573,142,767,1703,71.58,217,2.22,66.07,1.55,12,36,36374.01,86.28,28304.28,1.29,Consideration
10/4/2022,Tiktok,Paid,Mobile,Category_Page,147,126,159,534,49.44,205,3.36,54.08,2.72,4,8,7105.86,74.78,2491.13,2.85,Awareness
2/9/2024,Google,Organic,Tablet,Product_Page,596,416,642,1932,41.68,275,3.01,41.42,1.92,12,12,53942.33,84.47,0,,Consideration
2/5/2024,Google,Organic,Mobile,Homepage,239,204,313,942,56.28,260,3.01,56.71,2.76,9,9,27813.26,75.64,0,,Consideration
10/9/2022,Twitter,Organic,Desktop,Homepage,275,236,367,1292,41.03,242,3.52,41.49,5.32,20,20,99170.5,74.64,0,,Awareness
1/14/2024,Tiktok,Paid,Mobile,Product_Page,211,160,283,787,53.2,269,2.78,48.62,1.36,4,4,15562.02,78.31,2191.88,7.1,Awareness
2/19/2024,Direct,No Media,Mobile,Product_Page,176,119,243,406,65.39,234,1.67,67.56,1.85,4,4,17693.42,76.61,0,,Retention
1/31/2023,Direct,No Media,Mobile,Category_Page,323,243,383,758,64.36,201,1.98,67.7,1.41,5,5,14830.19,81.34,0,,Consideration
5/19/2025,Instagram,Paid,Desktop,Product_Page,516,127,706,2513,31.63,286,3.56,31.23,3.73,26,26,160854.33,77.15,12281.56,13.1,Consideration
2/19/2024,Instagram,Paid,Desktop,Promo_Page,126,35,162,770,20.4,295,4.75,20,7.66,12,36,61197.92,63.65,5880.99,10.41,Decision
9/5/2025,Direct,No Media,Mobile,Homepage,561,376,627,1417,59.91,241,2.26,51.15,2.87,18,54,76775.03,80.59,0,,Consideration
4/17/2023,Direct,No Media,Mobile,Category_Page,365,272,513,1544,48.12,228,3.01,41.21,3.02,15,60,63107.3,76.48,0,,Consideration
2/20/2024,Youtube,Paid,Mobile,Product_Page,148,65,198,620,55.18,235,3.13,60.5,1.37,3,3,9603.6,78.53,7375.61,1.3,Awareness
5/27/2022,Linkedin,Paid,Mobile,Product_Page,60,10,64,154,67.35,229,2.41,63.08,1.73,1,1,3423.31,85.48,3636.07,0.94,Consideration
6/12/2025,Email,Newsletter,Mobile,Product_Page,370,88,417,821,67.63,154,1.97,71.73,5.04,21,21,57713.5,67.03,0,,Decision
11/19/2025,Youtube,Paid,Desktop,Blog,446,78,499,1786,42.49,231,3.58,44.87,4.36,22,22,80511.92,68.55,22386.59,3.6,Awareness
3/25/2025,Google,Organic,Mobile,Product_Page,259,230,357,1003,50.42,221,2.81,50.44,0.84,3,3,12506.67,88.4,0,,Consideration
5/10/2023,Facebook,Paid,Mobile,Homepage,253,43,312,874,53.52,203,2.8,50.85,3.15,10,10,38431.61,81.21,10240.78,3.75,Consideration
5/6/2025,Instagram,Paid,Desktop,Homepage,262,49,367,1288,39.49,260,3.51,35.52,3.67,13,13,57706.65,74.24,5819.79,9.92,Consideration
6/6/2025,Google,Organic,Desktop,Blog,364,323,454,1094,62.92,204,2.41,59.69,3.7,17,17,69199.69,78.41,0,,Awareness
